user_id,song_id,label,play_count,timestamp
Babs_05,4QJLKU75Rg4558f4LbDBRi,0,0,2021-01-01 00:11:00
Babs_05,630Ug0XtmhhFvAKo0PNuEI,0,0,2021-01-01 00:34:00
Babs_05,0eZQxwpDSGSY84ynZzU7VJ,0,0,2021-01-01 00:42:00
Babs_05,6gBFPUFcJLzWGx4lenP6h2,0,0,2021-01-01 01:34:00
Babs_05,0nMwIoIr5VdUiEeEPMWQ2Y,0,0,2021-01-01 01:44:00
Babs_05,67MkU3b7k2fBL6oHHUiM09,0,0,2021-01-01 01:53:00
Babs_05,0OqlORbUnYtoz5TvyZuUrq,0,0,2021-01-01 02:34:00
Babs_05,1jMaB19DiVR8OihLSuYFOt,0,0,2021-01-01 02:50:00
Babs_05,3kBV8olpppGCIbhrh8TV6o,0,0,2021-01-01 02:52:00
Babs_05,5IWmdl33NNTLsKlLT6WSlh,0,0,2021-01-01 03:16:00
Babs_05,0nPF9ui556Ptd0ZNstQerM,0,0,2021-01-01 04:16:00
Babs_05,5024So4R2W5xFud82QDAKe,0,0,2021-01-01 04:37:00
Babs_05,5TXGWKVGh24vSQnWW9y5Vt,0,0,2021-01-01 04:42:00
Babs_05,0hUit24g1EIoATdKYWUiRj,0,0,2021-01-01 05:05:00
Babs_05,4nXkbcTj3nyww1cHkw5RAP,0,0,2021-01-01 06:32:00
Babs_05,7tOcPDj3vyopZ404pY6UuP,0,0,2021-01-01 06:41:00
Babs_05,0Koh9yED8UuaXvg9p5lQdB,0,0,2021-01-01 07:16:00
Babs_05,4e9eGQYsOiBcftrWXwsVco,0,0,2021-01-01 07:23:00
Babs_05,7iLz34DTToaD3C6V1o5GbH,0,0,2021-01-01 07:27:00
Babs_05,0JBQnLKfLXmlkquabLtAgd,0,0,2021-01-01 08:11:00
Babs_05,44ljoaRrogXke0S4U8iekW,0,0,2021-01-01 08:13:00
Babs_05,1eVYwIlxbOgSiiD0uvEhSy,0,0,2021-01-01 09:26:00
Babs_05,5gB2IrxOCX2j9bMnHKP38i,0,0,2021-01-01 09:28:00
Babs_05,68ZIOt33K90kdFTRiHNu9W,0,0,2021-01-01 09:29:00
Babs_05,6LRmV5GZUjKLgxi7lBWriQ,0,0,2021-01-01 09:59:00
Babs_05,1ERshJBUZysordGDZr5B3t,0,0,2021-01-01 10:00:00
Babs_05,05FVS9qqWq2A82fYCtblkt,0,0,2021-01-01 10:15:00
Babs_05,5pKCDm2fw4k6D6C5Rk646C,0,0,2021-01-01 10:16:00
Babs_05,7n3WO6ESKS1uCI9fgkGs66,0,0,2021-01-01 10:24:00
Babs_05,3mRLHiSHYtC8Hk7bzZdUs1,0,0,2021-01-01 10:41:00
Babs_05,0ugOBAIRdG3Mto4SSxGr5r,0,0,2021-01-01 10:56:00
Babs_05,2YOuzGSTrr7FpZYHrvwusx,0,0,2021-01-01 10:58:00
Babs_05,4OYhOYnrwWDNlOByAdPAHM,0,0,2021-01-01 11:05:00
Babs_05,5CPXR6lDTvngxtmMZxnWmC,0,0,2021-01-01 11:12:00
Babs_05,1UREw2MCfU0xwBzCAjxlUD,0,0,2021-01-01 11:59:00
Babs_05,4sebUbjqbcgDSwG6PbSGI0,0,0,2021-01-01 12:09:00
Babs_05,2HuMQkNVpFIsur2cRWWQmX,0,0,2021-01-01 12:16:00
Babs_05,5Wwr2S7QZTR5PVJn6jhgdk,0,0,2021-01-01 12:21:00
Babs_05,03EuhmMsEHVFI9ytainStU,0,0,2021-01-01 12:50:00
Babs_05,6264zKFgXM13JuRBX4MMyD,0,0,2021-01-01 13:01:00
Babs_05,6n9S8Xb2FzvKsHnsZczfm4,0,0,2021-01-01 13:02:00
Babs_05,6DC1ZXYmB7gVSwnGDn426N,0,0,2021-01-01 13:07:00
Babs_05,6xfOJl9l0Gc5WxjmBAvQsA,0,0,2021-01-01 13:08:00
Babs_05,0KwqP13BnZMIycfxnqWtK1,0,0,2021-01-01 13:41:00
Babs_05,4rtZtLpriBscg7zta3TZxp,0,0,2021-01-01 13:51:00
Babs_05,526hsQ4kGeEKjQPshTGnCi,0,0,2021-01-01 14:17:00
Babs_05,2X0EGmTKTnPXyRFaNf1Kjs,0,0,2021-01-01 15:07:00
Babs_05,40VLfyflL7bJh2e3lNvV9f,0,0,2021-01-01 15:13:00
Babs_05,6wW4ES7Gx0zEKdbgcTL1hO,0,0,2021-01-01 15:22:00
Babs_05,4dkoqJrP0L8FXftrMZongF,0,0,2021-01-01 15:29:00
Babs_05,3Bh7XsEU3ITiT5t1tefc04,0,0,2021-01-01 15:42:00
Babs_05,0DDkW8j34M5hvxj79uGmK7,0,0,2021-01-01 15:57:00
Babs_05,2dbKMVQMjThcJ6GIdWK5Tb,0,0,2021-01-01 15:57:00
Babs_05,2rD9tU2bws0PgOPsI6aIZo,0,0,2021-01-01 16:06:00
Babs_05,4MXhiYIRDMGAuvZc5IFTwC,0,0,2021-01-01 16:30:00
Babs_05,0NrXd3e8BRWhpyy9nsDQLF,0,0,2021-01-01 16:40:00
Babs_05,2IAQnOWKWjj1iA166KznVd,0,0,2021-01-01 16:45:00
Babs_05,6BbFwwHnzY74a8GOsDg8Sn,0,0,2021-01-01 16:46:00
Babs_05,5sIxLex6QZ5WgB0lnKblHz,0,0,2021-01-01 16:52:00
Babs_05,7tU3GVhGsQFZze6C5vIwQ5,0,0,2021-01-01 16:52:00
Babs_05,1lqOcxYsDWlmGP6BUFf9nh,0,0,2021-01-01 18:32:00
Babs_05,14tKBoKXxGakkoEmYuFfor,0,0,2021-01-01 18:33:00
Babs_05,7ny1jOJSZAF6VBb7x9DRO2,0,0,2021-01-01 18:37:00
Babs_05,1Bx3trnFdCStyiV5PF0vkj,0,0,2021-01-01 19:35:00
Babs_05,4HlVUapocBDBqkPtET2knz,0,0,2021-01-01 19:48:00
Babs_05,3f3HHRPF5vAo90GwdpDMaQ,0,0,2021-01-01 19:54:00
Babs_05,354j6LPNLlWsKvQJQuye0X,0,0,2021-01-01 20:04:00
Babs_05,1GrmDsix0gCsJLvWmYL0fA,0,0,2021-01-01 20:04:00
Babs_05,0J0ZKb0gHNVIITfF8kZW4S,0,0,2021-01-01 20:12:00
Babs_05,4b93D55xv3YCH5mT4p6HPn,0,0,2021-01-01 20:49:00
Babs_05,5WSsTyBvMEFG3ac6JKb9gY,0,0,2021-01-01 21:00:00
Babs_05,1FPSkRkDlthbAceSIIWc4C,0,0,2021-01-01 21:00:00
Babs_05,6xq5DxZWGgdStAxGAil0yw,0,0,2021-01-01 21:00:00
Babs_05,30iQzZHaIhA6ZWtFaQXYNw,0,0,2021-01-01 21:13:00
Babs_05,2cuxKp2kNIpSdGMSBgCAWH,0,0,2021-01-01 21:56:00
Babs_05,0dOg1ySSI7NkpAe89Zo0b9,0,0,2021-01-01 22:10:00
Babs_05,2tI4WyzqOOwC23S5m0kqcB,0,0,2021-01-01 22:13:00
Babs_05,69s1IPlLiKxXcJtdZzafct,0,0,2021-01-01 22:21:00
Babs_05,5uuXtfqM7Wp3idCxyHeOll,0,0,2021-01-01 22:35:00
Babs_05,2MtzZmYmxAhNMxilcwrV4b,0,0,2021-01-01 22:59:00
Babs_05,5ay0cvjtVAbMLOe8gTadFh,0,0,2021-01-01 23:16:00
Babs_05,2TwM6FmWDMSBDdKYOsWKdy,0,0,2021-01-01 23:27:00
Babs_05,4fvKqLGqlsj7giLICaxTXl,0,0,2021-01-01 23:39:00
Babs_05,3omXshBamrREltcf24gYDC,0,0,2021-01-01 23:45:00
Babs_05,5pBiHklTQ5ATW1RXeL1Iwk,0,0,2021-01-02 00:19:00
